number,throttle,steer
166,14,90
167,20,90
168,24,90
169,24,90
170,24,90
171,24,80
172,24,70
173,22,70
174,22,70
175,22,70
176,20,80
177,20,80
178,22,90
179,27,100
180,27,120
181,25,120
182,25,130
183,22,140
184,22,120
185,24,100
186,22,70
187,22,50
188,27,40
189,25,30
190,18,40
191,12,50
192,0,60
193,0,70
194,0,70
195,11,90
196,12,110
197,0,110
198,0,100
199,0,90
200,11,90
201,16,90
202,20,90
203,22,90
204,22,90
205,20,90
206,18,90
207,14,90
208,12,90
209,11,80
210,0,90
211,11,90
212,12,100
213,0,90
214,11,90
215,14,90
216,16,90
217,16,90
218,18,90
219,18,80
220,16,80
221,20,80
222,25,90
223,25,80
224,24,80
225,24,80
226,24,80
227,24,90
228,24,90
229,22,90
230,22,90
231,22,90
232,22,90
233,25,100
234,29,110
235,29,110
236,27,110
237,25,100
238,25,90
239,24,70
240,24,80
241,24,80
242,22,80
243,22,80
244,25,80
245,29,80
246,27,80
247,27,80
248,25,80
249,25,90
250,25,90
251,24,90
252,24,90
253,22,90
254,22,90
255,24,90
256,29,90
257,27,90
258,27,90
259,24,90
260,25,90
261,27,90
262,27,90
263,24,80
264,25,90
265,25,80
266,24,70
267,27,80
268,24,80
269,24,80
270,27,100
271,25,100
272,25,100
273,25,90
274,24,90
275,24,90
276,24,80
277,22,80
278,22,80
279,22,80
280,20,80
281,22,80
282,22,80
283,25,90
284,25,90
285,24,90
286,22,90
287,22,90
288,22,90
289,20,90
290,20,90
291,18,90
292,22,100
293,20,100
294,24,100
295,24,100
296,22,90
297,22,100
298,22,100
299,20,100
300,20,100
301,18,110
302,18,120
303,22,110
304,22,110
305,24,100
306,22,100
307,24,80
308,24,60
309,24,40
310,24,50
311,25,70
312,25,80
313,24,100
314,25,120
315,31,130
316,37,140
317,37,130
318,31,110
319,37,90
320,37,90
321,35,80
322,35,70
323,35,70
324,33,80
325,33,90
326,40,90
327,35,100
328,25,100
329,20,100
330,12,100
331,0,90
332,0,90
333,0,90
334,0,90
335,11,90
336,16,90
337,22,90
338,25,80
339,27,80
340,25,80
341,24,80
342,24,80
343,22,80
344,24,80
345,24,70
346,25,70
347,29,80
348,29,80
349,31,90
350,29,90
351,27,90
352,27,90
353,27,90
354,25,90
355,25,90
356,24,80
357,24,90
358,27,100
359,31,100
360,31,100
361,27,90
362,29,90
363,27,90
364,27,90
365,25,90
366,25,90
367,24,80
368,24,80
369,24,80
370,29,90
371,29,90
372,29,90
373,27,90
374,27,90
375,25,80
376,24,80
377,22,80
378,27,90
379,27,90
380,29,90
381,27,90
382,29,90
383,29,90
384,27,90
385,27,90
386,25,80
387,25,80
388,24,70
389,24,70
390,24,70
391,31,80
392,29,80
393,29,90
394,27,90
395,27,90
396,25,100
397,25,100
398,24,90
399,27,90
400,24,100
401,25,90
402,25,90
403,31,90
404,29,90
405,27,100
406,25,110
407,25,110
408,25,100
409,24,90
410,24,70
411,22,50
412,25,50
413,25,60
414,27,70
415,25,90
416,24,90
417,20,90
418,11,90
419,0,90
420,0,90
421,11,90
422,11,90
423,11,80
424,16,90
425,18,80
426,20,80
427,24,80
428,22,80
429,27,70
430,31,70
431,29,80
432,27,80
433,27,80
434,27,90
435,25,90
436,25,90
437,25,90
438,24,90
439,29,100
440,27,100
441,31,110
442,29,120
443,29,110
444,29,110
445,27,90
446,27,70
447,25,50
448,25,40
449,24,50
450,22,60
451,27,80
452,31,100
453,29,110
454,29,100
455,27,100
456,27,90
457,24,90
458,24,90
459,24,90
460,24,90
461,29,90
462,25,90
463,31,90
464,31,90
465,29,90
466,27,90
467,27,90
468,24,80
469,29,80
470,27,80
471,29,90
472,27,80
473,25,80
474,25,80
475,25,80
476,24,80
477,24,80
478,29,90
479,31,90
480,31,90
481,29,90
482,29,90
483,27,90
484,27,90
485,25,90
486,25,90
487,22,90
488,24,80
489,22,80
490,25,90
491,27,90
492,25,90
493,24,90
494,24,90
495,22,90
496,22,80
497,20,80
498,18,80
499,20,80
500,22,80
501,24,80
502,24,80
503,22,80
504,24,80
505,24,80
506,20,80
507,22,80
508,20,80
509,20,80
510,20,80
511,18,80
512,22,80
513,25,90
514,25,90
515,25,90
516,24,80
517,24,80
518,24,80
519,31,80
520,29,80
521,29,80
522,27,80
523,27,80
524,25,80
525,25,80
526,24,80
527,24,80
528,27,80
529,29,90
530,29,90
531,29,90
532,29,90
533,27,90
534,27,90
535,25,90
536,24,90
537,24,90
538,24,90
539,24,90
540,29,90
541,31,90
542,29,100
543,27,90
544,27,90
545,25,90
546,25,90
547,25,70
548,25,70
549,25,80
550,29,80
551,31,80
552,29,90
553,29,90
554,29,90
555,27,90
556,27,90
557,25,90
558,25,90
559,24,90
560,24,90
561,24,90
562,29,90
563,31,90
564,27,90
565,25,90
566,29,90
567,27,80
568,25,80
569,31,80
570,27,80
571,29,80
572,27,80
573,27,80
574,25,80
575,24,80
576,24,80
577,22,80
578,25,80
579,31,90
580,27,90
581,29,90
582,27,80
583,24,80
584,25,80
585,24,80
586,24,80
587,24,80
588,24,80
589,25,80
590,29,90
591,29,90
592,29,80
593,25,80
594,25,80
595,25,80
596,24,80
597,24,80
598,24,80
599,22,80
600,29,90
601,29,90
602,29,90
603,29,90
604,27,90
605,27,90
606,27,90
607,25,80
608,25,80
609,29,90
610,27,80
611,27,80
612,29,90
613,29,90
614,27,90
615,25,90
616,25,90
617,27,90
618,25,90
619,25,90
620,29,90
621,29,90
622,27,80
623,31,90
624,31,90
625,27,90
626,27,90
627,27,90
628,25,80
629,25,80
630,33,90
631,25,80
632,27,80
633,31,90
634,31,90
635,29,90
636,29,90
637,29,90
638,29,90
639,27,90
640,25,80
641,25,80
642,24,80
643,24,80
644,27,80
645,29,90
646,31,80
647,29,80
648,29,80
649,27,80
650,25,80
651,25,80
652,25,80
653,24,80
654,24,80
655,31,90
656,29,90
657,27,90
658,25,90
659,29,90
660,27,90
661,27,90
662,25,80
663,24,80
664,24,80
665,31,90
666,29,90
667,29,80
668,27,80
669,27,80
670,24,80
671,27,80
672,31,80
673,31,80
674,27,80
675,27,80
676,27,80
677,27,90
678,27,90
679,25,90
680,24,90
681,24,80
682,24,80
683,29,90
684,31,90
685,31,90
686,29,90
687,29,90
688,27,90
689,27,90
690,27,80
691,25,80
692,24,80
693,24,80
694,27,80
695,31,80
696,31,90
697,31,90
698,29,80
699,29,80
700,27,80
701,25,80
702,25,80
703,25,80
704,25,70
705,27,80
706,31,80
707,31,70
708,29,70
709,29,70
710,25,70
711,25,80
712,25,80
713,25,80
714,25,100
715,24,110
716,29,120
717,31,130
718,33,120
719,29,100
720,29,70
721,25,50
722,20,40
723,14,30
724,0,20
725,0,40
726,0,60
727,0,90
728,0,110
729,0,130
730,0,130
731,0,140
732,0,150
733,0,150
734,0,150
735,0,140
736,0,130
737,0,110
738,0,110
739,0,110
740,0,100
741,0,100
742,0,100
743,0,90
744,0,90
745,0,90
746,0,90
747,0,90
748,0,90
749,0,90
750,0,90
751,0,90
752,0,90
753,0,90
754,0,90
755,0,90
756,0,80
757,0,80
758,0,80
759,0,80
760,0,90
761,0,90
762,0,90
763,0,90
764,0,90
765,0,90
766,0,80
767,0,80
768,0,80
769,0,80
770,0,80
771,0,90
772,0,90
773,0,90
774,0,90
775,0,90
776,0,90
777,0,90
778,0,80
779,0,80
780,0,80
781,0,90
782,0,90
783,0,90
784,0,90
785,0,90
786,0,90
787,0,90
788,0,90
789,0,80
790,0,80
791,0,80
792,0,80
793,0,90
794,0,90
795,0,90
796,0,90
797,0,90
798,0,90
799,0,90
800,0,80
801,0,80
802,0,80
