number,throttle,steer
166,18,90
167,18,90
168,16,90
169,14,90
170,14,80
171,14,80
172,12,80
173,18,90
174,20,90
175,18,90
176,18,90
177,16,80
178,14,80
179,12,80
180,14,80
181,12,80
182,12,70
183,20,80
184,18,80
185,20,80
186,20,80
187,18,80
188,18,80
189,16,80
190,16,80
191,16,80
192,14,90
193,12,90
194,12,90
195,18,90
196,22,90
197,20,90
198,18,90
199,16,90
200,18,90
201,14,80
202,14,80
203,14,80
204,14,80
205,12,80
206,16,80
207,22,90
208,20,90
209,20,90
210,18,90
211,18,90
212,16,90
213,16,80
214,14,80
215,18,80
216,20,90
217,18,90
218,18,80
219,18,80
220,18,80
221,18,80
222,16,80
223,16,80
224,14,80
225,14,80
226,12,70
227,12,60
228,16,70
229,18,70
230,20,80
231,18,80
232,16,80
233,18,80
234,16,80
235,14,80
236,14,80
237,12,80
238,12,80
239,12,70
240,18,70
241,20,80
242,16,80
243,18,80
244,16,80
245,16,80
246,12,80
247,11,80
248,12,80
249,12,80
250,16,80
251,18,80
252,18,80
253,16,70
254,14,70
255,16,60
256,16,60
257,12,70
258,14,70
259,14,70
260,12,70
261,14,60
262,16,60
263,20,70
264,18,80
265,16,80
266,16,80
267,14,80
268,14,80
269,14,80
270,12,70
271,12,70
272,12,70
273,14,70
274,18,80
275,18,90
276,18,90
277,16,90
278,16,90
279,14,90
280,14,90
281,12,90
282,12,80
283,12,70
284,12,70
285,18,80
286,18,80
287,16,80
288,14,80
289,14,80
290,14,80
291,12,70
292,12,70
293,14,80
294,12,80
295,11,80
296,18,80
297,16,80
298,18,70
299,16,70
300,16,80
301,16,80
302,14,80
303,12,80
304,12,80
305,12,80
306,11,80
307,14,70
308,20,70
309,18,80
310,16,80
311,16,80
312,16,80
313,14,90
314,14,90
315,12,90
316,12,90
317,11,80
318,16,90
319,18,90
320,18,90
321,16,90
322,16,90
323,14,90
324,14,90
325,12,80
326,12,80
327,12,80
328,12,80
329,20,90
330,20,90
331,22,90
332,20,90
333,18,80
334,18,80
335,18,80
336,16,80
337,16,80
338,14,80
339,14,80
340,14,80
341,18,80
342,22,90
343,20,90
344,20,80
345,16,70
346,16,70
347,18,70
348,16,80
349,16,80
350,14,80
351,14,80
352,18,80
353,22,90
354,20,90
355,18,90
356,18,90
357,18,90
358,14,90
359,12,90
360,12,80
361,16,80
362,18,90
363,20,90
364,20,90
365,18,90
366,16,90
367,16,90
368,16,80
369,16,80
370,16,80
371,16,80
372,14,80
373,14,80
374,18,80
375,24,80
376,24,80
377,22,80
378,20,70
379,22,80
380,20,80
381,20,80
382,18,80
383,18,80
384,18,80
385,18,80
386,22,80
387,24,90
388,22,90
389,22,90
390,20,90
391,18,90
392,18,90
393,16,80
394,14,80
395,11,80
396,0,80
397,16,90
398,16,90
399,16,90
400,18,90
401,18,90
402,14,80
403,20,90
404,16,80
405,16,80
406,14,80
407,14,80
408,18,80
409,22,70
410,22,80
411,22,80
412,20,80
413,20,80
414,18,80
415,18,80
416,18,80
417,16,80
418,16,80
419,16,80
420,22,90
421,22,90
422,22,90
423,22,90
424,20,90
425,20,90
426,18,80
427,18,80
428,16,80
429,16,80
430,18,80
431,20,80
432,20,80
433,20,80
434,20,80
435,20,80
436,20,80
437,16,80
438,18,80
439,18,80
440,16,80
441,16,80
442,20,80
443,24,80
444,22,80
445,22,80
446,20,80
447,20,70
448,18,70
449,18,70
450,16,70
451,14,70
452,22,80
453,16,80
454,20,80
455,22,100
456,22,100
457,20,90
458,20,90
459,18,90
460,18,90
461,18,90
462,16,100
463,16,90
464,18,90
465,22,90
466,24,70
467,20,70
468,18,70
469,18,80
470,18,80
471,16,80
472,16,90
473,18,100
474,16,100
475,20,100
476,18,100
477,24,90
478,22,90
479,22,90
480,20,90
481,20,90
482,20,90
483,20,80
484,20,70
485,18,70
486,18,70
487,20,70
488,24,60
489,25,70
490,24,70
491,24,80
492,24,80
493,22,80
494,22,80
495,20,80
496,20,90
497,16,100
498,14,90
499,11,100
500,0,90
501,0,90
502,0,90
503,0,80
504,0,80
505,0,80
506,0,70
507,0,70
508,12,80
509,0,80
510,14,80
511,14,90
512,14,100
513,12,100
514,11,90
515,12,90
516,12,90
517,12,80
518,12,80
519,12,80
520,14,80
521,20,90
522,22,90
523,22,90
524,20,80
525,20,80
526,18,80
527,18,80
528,18,80
529,16,80
530,16,70
531,18,70
532,22,70
533,25,80
534,24,80
535,24,80
536,22,80
537,22,80
538,20,80
539,20,80
540,20,90
541,24,90
542,24,90
543,25,90
544,25,90
545,25,90
546,24,90
547,22,90
548,22,90
549,20,90
550,20,90
551,20,90
552,18,80
553,18,80
554,20,80
555,24,90
556,24,80
557,24,80
558,22,70
559,20,70
560,18,70
561,20,70
562,20,70
563,18,70
564,18,80
565,20,90
566,24,100
567,24,100
568,24,90
569,22,90
570,22,90
571,22,90
572,20,90
573,18,90
574,18,90
575,25,90
576,24,90
577,24,80
578,24,80
579,22,80
580,20,80
581,22,80
582,20,80
583,20,70
584,18,70
585,18,70
586,18,70
587,18,70
588,24,80
589,24,80
590,24,90
591,22,90
592,22,90
593,20,90
594,20,90
595,18,90
596,18,90
597,16,80
598,18,90
599,22,90
600,24,90
601,24,90
602,24,90
603,22,80
604,20,80
605,24,80
606,22,80
607,22,80
608,20,80
609,22,70
610,27,80
611,27,80
612,24,80
613,22,80
614,22,80
615,22,80
616,22,90
617,18,90
618,18,90
619,24,90
620,18,90
621,22,90
622,24,90
623,20,90
624,25,90
625,20,80
626,24,80
627,18,80
628,24,80
629,24,80
630,24,90
631,22,90
632,20,80
633,18,80
634,20,80
635,20,80
636,18,80
637,18,80
638,16,70
639,18,70
640,22,80
641,24,80
642,22,80
643,20,80
644,16,80
645,0,80
646,0,90
647,0,90
648,0,90
649,0,90
650,0,90
651,0,90
652,0,90
653,0,90
654,0,90
655,0,90
656,0,90
657,0,90
658,11,90
659,12,90
660,11,80
661,16,80
662,16,70
663,20,70
664,22,60
665,22,50
666,20,50
667,20,60
668,20,70
669,18,90
670,18,110
671,16,120
672,16,130
673,18,140
674,22,150
675,16,140
676,11,120
677,0,120
678,0,110
679,0,100
680,0,100
681,0,90
682,0,90
683,0,90
684,0,90
685,0,90
686,0,90
687,0,90
688,0,90
689,0,90
690,0,90
691,0,90
692,0,90
693,0,80
694,0,80
695,0,80
696,0,90
697,0,90
698,0,90
699,0,90
700,0,90
701,0,80
702,0,90
703,0,80
704,0,80
705,0,80
706,0,90
707,0,80
708,0,90
709,0,90
710,0,90
711,0,90
712,0,90
713,0,90
714,0,90
715,0,80
716,0,90
717,0,90
718,0,90
719,0,90
720,0,90
721,0,90
722,0,90
723,0,90
724,0,90
725,0,80
726,0,80
727,0,80
728,0,80
729,0,80
730,0,90
731,0,90
