number,throttle,steer
166,31,80
167,29,80
168,29,80
169,27,80
170,25,80
171,27,80
172,27,90
173,31,90
174,31,90
175,31,90
176,31,90
177,29,90
178,29,80
179,27,80
180,27,80
181,25,80
182,25,80
183,25,80
184,27,80
185,31,80
186,33,80
187,31,80
188,31,80
189,31,70
190,29,60
191,29,70
192,27,70
193,27,80
194,27,100
195,24,110
196,22,110
197,16,100
198,11,100
199,0,100
200,12,90
201,16,90
202,22,70
203,18,70
204,20,70
205,27,80
206,27,70
207,27,70
208,27,80
209,27,80
210,27,70
211,25,70
212,31,80
213,27,90
214,25,90
215,25,90
216,24,90
217,27,90
218,31,90
219,31,90
220,29,90
221,29,90
222,29,90
223,27,80
224,27,80
225,27,70
226,25,70
227,25,70
228,25,70
229,31,80
230,31,90
231,25,90
232,20,90
233,14,90
234,0,90
235,0,100
236,0,100
237,0,90
238,0,90
239,0,100
240,18,100
241,22,90
242,20,90
243,24,90
244,24,80
245,25,80
246,25,80
247,27,80
248,27,70
249,27,80
250,29,80
251,33,80
252,29,80
253,35,80
254,33,90
255,33,90
256,31,90
257,25,90
258,18,90
259,12,90
260,0,90
261,11,90
262,20,90
263,20,90
264,22,80
265,22,80
266,22,80
267,22,80
268,22,80
269,22,80
270,22,80
271,22,80
272,22,80
273,29,80
274,31,90
275,31,80
276,27,80
277,27,80
278,25,80
279,25,80
280,25,80
281,24,80
282,25,70
283,22,70
284,24,70
285,27,80
286,25,80
287,25,80
288,25,80
289,24,80
290,22,90
291,20,90
292,18,90
293,16,90
294,14,90
295,14,80
296,20,90
297,25,90
298,25,90
299,25,80
300,25,80
301,24,80
302,27,80
303,24,80
304,24,70
305,22,70
306,22,70
307,27,80
308,29,80
309,29,80
310,27,90
311,27,90
312,25,90
313,24,90
314,24,90
315,22,80
316,25,90
317,25,80
318,25,90
319,27,90
320,29,90
321,27,90
322,27,90
323,25,90
324,25,90
325,24,80
326,22,80
327,22,80
328,22,80
329,22,80
330,27,80
331,29,80
332,27,80
333,25,80
334,25,80
335,25,80
336,24,80
337,24,80
338,22,80
339,22,70
340,22,70
341,20,80
342,16,80
343,11,80
344,0,80
345,0,80
346,0,80
347,0,70
348,0,70
349,0,70
350,0,80
351,0,80
352,0,80
353,16,90
354,20,90
355,24,90
356,27,90
357,29,80
358,29,80
359,29,80
360,31,80
361,29,80
362,29,80
363,29,80
364,33,90
365,31,90
366,29,90
367,25,90
368,22,100
369,18,100
370,14,90
371,14,90
372,14,80
373,14,70
374,16,70
375,22,80
376,24,70
377,24,70
378,24,80
379,24,80
380,24,80
381,22,90
382,24,90
383,25,90
384,22,90
385,27,90
386,27,90
387,27,90
388,27,90
389,27,90
390,27,90
391,25,90
392,25,80
393,25,80
394,22,80
395,24,80
396,22,80
397,27,80
398,27,80
399,29,90
400,27,90
401,27,80
402,27,80
403,27,80
404,25,70
405,24,70
406,24,70
407,22,80
408,22,80
409,25,90
410,29,90
411,27,90
412,25,90
413,25,90
414,24,90
415,24,90
416,22,90
417,22,80
418,20,80
419,20,80
420,25,90
421,25,90
422,25,90
423,25,90
424,25,90
425,25,90
426,25,90
427,25,90
428,25,80
429,24,80
430,24,70
431,24,70
432,31,80
433,31,70
434,31,80
435,29,80
436,27,90
437,27,100
438,27,100
439,24,100
440,16,100
441,11,90
442,0,90
443,0,90
444,16,90
445,18,80
446,20,80
447,22,80
448,22,70
449,24,70
450,24,70
451,24,60
452,24,50
453,27,70
454,27,70
455,25,70
456,25,80
457,27,80
458,27,80
459,27,70
460,27,80
461,27,80
462,27,80
463,25,80
464,25,80
465,24,80
466,29,80
467,31,80
468,31,80
469,29,80
470,29,80
471,29,60
472,27,60
473,27,70
474,25,70
475,25,70
476,24,70
477,25,70
478,31,80
479,33,80
480,31,100
481,29,100
482,29,90
483,27,80
484,27,80
485,25,80
486,25,80
487,25,70
488,25,70
489,33,80
490,33,60
491,31,40
492,24,40
493,14,50
494,0,60
495,0,70
496,0,80
497,0,100
498,11,120
499,0,110
500,0,110
501,0,100
502,0,100
503,0,90
504,0,90
505,0,90
506,0,90
507,0,90
508,0,90
509,0,90
510,0,90
511,0,90
512,0,90
513,0,80
514,0,80
515,0,80
516,0,90
517,0,90
518,0,90
519,0,90
520,0,90
521,0,90
522,0,90
523,0,80
524,0,80
525,0,80
526,0,80
527,0,90
528,0,90
529,0,90
530,0,90
531,0,90
532,0,90
533,0,90
534,0,90
535,0,80
536,0,90
537,0,90
538,0,90
539,0,90
540,0,90
541,0,90
542,0,90
543,0,90
544,0,90
545,0,90
546,0,90
547,0,80
548,0,80
549,0,80
550,0,80
551,0,90
552,0,80
553,0,90
554,0,90
555,0,90
556,0,90
557,0,90
558,0,80
559,0,80
560,0,80
561,0,80
562,0,90
563,0,90
