number,throttle,steer
196,25,80
197,24,80
198,24,80
199,22,80
200,25,80
201,22,90
202,24,90
203,27,90
204,29,90
205,25,90
206,27,90
207,27,100
208,25,100
209,24,90
210,22,90
211,22,90
212,20,90
213,22,90
214,22,80
215,31,90
216,29,90
217,31,90
218,29,80
219,27,80
220,27,80
221,27,80
222,25,80
223,24,80
224,22,80
225,22,80
226,22,80
227,25,80
228,25,80
229,25,80
230,24,80
231,22,80
232,22,80
233,22,80
234,20,80
235,27,80
236,27,80
237,27,80
238,25,80
239,25,80
240,20,80
241,22,70
242,25,80
243,25,80
244,25,80
245,24,80
246,24,80
247,24,90
248,24,90
249,27,90
250,31,90
251,31,90
252,31,100
253,29,100
254,27,100
255,27,90
256,27,90
257,27,90
258,25,90
259,25,90
260,31,80
261,29,80
262,29,80
263,27,80
264,27,80
265,25,80
266,25,80
267,24,80
268,22,80
269,22,80
270,29,90
271,29,90
272,29,80
273,29,80
274,25,80
275,25,80
276,27,80
277,25,80
278,25,80
279,25,80
280,24,80
281,24,80
282,24,80
283,27,90
284,31,100
285,29,90
286,29,90
287,29,90
288,27,90
289,27,90
290,24,80
291,25,70
292,29,70
293,31,80
294,25,80
295,31,80
296,31,90
297,31,110
298,27,100
299,27,100
300,27,90
301,27,90
302,31,70
303,24,50
304,18,60
305,12,70
306,0,70
307,0,70
308,0,70
309,0,80
310,0,80
311,0,70
312,0,70
313,0,70
314,0,80
315,0,100
316,0,110
317,0,120
318,0,130
319,0,140
320,11,150
321,18,130
322,18,120
323,24,120
324,27,110
325,31,90
326,33,80
327,33,70
328,31,50
329,25,60
330,20,60
331,20,70
332,18,70
333,20,80
334,25,80
335,27,90
336,25,90
337,25,90
338,25,90
339,25,90
340,24,80
341,22,80
342,29,90
343,22,80
344,25,80
345,29,90
346,31,90
347,31,90
348,29,90
349,29,90
350,27,90
351,27,90
352,31,80
353,27,80
354,29,80
355,29,80
356,27,60
357,25,50
358,25,60
359,25,70
360,33,80
361,31,90
362,29,110
363,31,110
364,29,110
365,27,100
366,29,100
367,27,80
368,27,80
369,25,80
370,25,80
371,25,80
372,33,80
373,31,80
374,33,80
375,29,80
376,31,80
377,27,80
378,27,80
379,27,80
380,27,70
381,25,70
382,27,80
383,27,80
384,31,80
385,31,90
386,31,90
387,29,100
388,29,90
389,29,90
390,27,90
391,27,90
392,24,90
393,25,80
394,27,90
395,20,90
396,14,80
397,0,70
398,0,70
399,0,80
400,0,80
401,0,80
402,16,80
403,14,90
404,14,100
405,16,90
406,16,90
407,18,90
408,20,90
409,22,90
410,22,80
411,24,80
412,29,80
413,31,90
414,29,90
415,29,90
416,29,90
417,29,90
418,29,90
419,27,80
420,27,80
421,25,80
422,25,80
423,29,80
424,33,80
425,31,90
426,31,90
427,29,90
428,27,80
429,27,80
430,27,80
431,25,80
432,25,80
433,24,80
434,29,80
435,31,90
436,31,90
437,29,90
438,27,90
439,25,90
440,24,80
441,24,80
442,24,80
443,25,80
444,22,80
445,22,70
446,27,80
447,29,80
448,25,80
449,24,80
450,24,80
451,22,100
452,18,100
453,18,90
454,18,90
455,16,90
456,16,90
457,20,90
458,22,90
459,22,90
460,20,80
461,20,80
462,20,80
463,20,80
464,18,80
465,18,80
466,18,80
467,22,80
468,24,70
469,27,80
470,27,80
471,27,80
472,27,80
473,25,80
474,25,80
475,24,80
476,27,80
477,27,80
478,27,90
479,29,90
480,31,90
481,31,90
482,29,100
483,29,100
484,29,90
485,27,90
486,25,90
487,25,90
488,25,90
489,24,80
490,29,80
491,31,80
492,31,80
493,29,80
494,29,80
495,25,80
496,25,80
497,25,80
498,25,80
499,25,80
500,25,80
501,29,80
502,31,90
503,31,90
504,29,90
505,29,90
506,27,90
507,27,90
508,25,80
509,25,80
510,31,90
511,33,90
512,31,90
513,31,90
514,29,90
515,29,90
516,29,90
517,27,90
518,27,90
519,25,80
520,25,80
521,24,80
522,24,80
523,27,80
524,31,90
525,29,90
526,29,90
527,27,80
528,27,90
529,27,80
530,25,80
531,25,80
532,24,80
533,24,80
534,27,80
535,31,80
536,29,70
537,27,80
538,25,80
539,27,80
540,27,80
541,25,80
542,25,80
543,24,80
544,24,80
545,31,90
546,29,90
547,29,90
548,29,90
549,29,90
550,29,90
551,27,90
552,27,90
553,25,100
554,25,90
555,25,90
556,25,100
557,31,110
558,31,110
559,31,100
560,29,80
561,29,80
562,29,80
563,27,80
564,27,80
565,25,80
566,25,80
567,24,80
568,27,80
569,31,90
570,31,90
571,31,90
572,29,90
573,29,90
574,27,90
575,27,80
576,25,90
577,25,100
578,24,90
579,31,90
580,31,90
581,29,90
582,27,80
583,27,80
584,27,80
585,31,70
586,27,70
587,24,70
588,31,70
589,31,80
590,27,70
591,29,80
592,31,90
593,31,90
594,29,90
595,29,90
596,27,90
597,27,90
598,27,90
599,25,80
600,25,80
601,27,80
602,29,90
603,27,90
604,31,90
605,25,80
606,25,80
607,27,80
608,31,90
609,29,90
610,27,90
611,29,90
612,29,90
613,27,90
614,25,80
615,25,80
616,25,80
617,25,80
618,24,80
619,31,90
620,31,90
621,31,90
622,29,90
623,29,90
624,27,90
625,27,90
626,25,90
627,25,90
628,29,90
629,31,90
630,31,90
631,29,90
632,29,90
633,31,90
634,29,90
635,27,90
636,27,90
637,27,90
638,27,90
639,25,80
640,25,80
641,25,80
642,29,80
643,33,90
644,31,90
645,31,90
646,29,90
647,29,80
648,27,80
649,25,80
650,27,80
651,25,80
652,25,80
653,29,80
654,33,90
655,33,90
656,31,90
657,31,90
658,29,90
659,27,90
660,27,80
661,31,90
662,27,80
663,33,90
664,31,80
665,33,80
666,31,80
667,31,80
668,31,80
669,29,80
670,29,80
671,29,80
672,27,80
673,27,70
674,29,70
675,29,70
676,33,80
677,31,80
678,29,80
679,27,90
680,27,100
681,25,100
682,25,90
683,25,90
684,24,90
685,29,90
686,27,90
687,33,80
688,31,80
689,29,80
690,29,80
691,29,80
692,29,80
693,27,80
694,25,80
695,25,70
696,25,70
697,29,70
698,31,80
699,31,80
700,29,80
701,29,80
702,27,80
703,25,80
704,25,90
705,27,90
706,33,90
707,25,90
708,29,90
709,31,90
710,33,110
711,31,120
712,29,120
713,29,110
714,27,100
715,25,90
716,27,70
717,27,50
718,25,40
719,31,50
720,33,60
721,33,70
722,31,90
723,31,90
724,29,90
725,27,90
726,29,90
727,27,90
728,27,90
729,25,90
730,27,90
731,29,90
732,33,90
733,33,90
734,29,90
735,29,90
736,29,90
737,27,80
738,25,70
739,33,80
740,25,80
741,33,80
742,33,80
743,33,90
744,31,100
745,31,90
746,31,90
747,31,90
748,29,90
749,27,80
750,27,80
751,27,80
752,25,80
753,25,80
754,27,90
755,27,90
756,25,90
757,24,90
758,22,80
759,20,70
760,20,70
761,18,70
762,18,70
763,16,60
764,24,70
765,24,80
766,22,80
767,18,80
768,18,80
769,18,80
770,20,90
771,20,100
772,18,90
773,18,90
774,25,90
775,24,90
776,24,90
777,22,90
778,24,90
779,24,90
780,25,90
781,22,90
782,25,90
783,24,90
784,27,90
785,24,80
786,25,80
787,29,90
788,29,90
789,27,90
790,27,90
791,25,90
792,24,90
793,24,90
794,20,80
795,18,80
796,16,80
797,16,80
798,20,80
799,20,90
800,22,90
801,20,90
802,20,90
803,18,90
804,16,90
805,16,80
806,16,80
807,14,80
808,14,80
809,20,90
810,22,90
811,18,80
812,18,80
813,16,80
814,14,80
815,16,70
816,14,60
817,16,50
818,14,40
819,20,60
820,20,70
821,22,70
822,22,80
823,20,100
824,18,90
825,18,90
826,18,90
827,16,90
828,16,90
829,14,90
830,14,90
831,18,80
832,22,90
833,22,90
834,20,90
835,20,90
836,20,90
837,18,90
838,18,90
839,14,80
840,16,80
841,16,80
842,16,80
843,22,90
844,22,90
845,20,90
846,20,90
847,18,90
848,16,80
849,20,80
850,16,80
851,16,80
852,16,80
853,18,80
854,22,90
855,22,100
856,20,120
857,20,110
858,20,110
859,16,100
860,18,110
861,14,100
862,18,80
863,14,60
864,18,50
865,20,40
866,22,60
867,20,60
868,20,70
869,18,80
870,18,90
871,16,90
872,16,90
873,14,90
874,16,100
875,14,90
876,20,90
877,20,90
878,20,90
879,18,90
880,18,90
881,18,90
882,16,90
883,16,90
884,20,90
885,20,90
886,22,90
887,22,90
888,22,90
889,20,90
890,20,90
891,20,90
892,18,90
893,18,90
894,14,80
895,14,80
896,14,80
897,12,80
898,16,70
899,20,70
900,20,70
901,18,60
902,18,70
903,16,70
904,12,70
905,12,70
906,14,80
907,12,80
908,12,80
909,18,80
910,18,80
911,20,90
912,20,90
913,20,90
914,18,90
915,18,80
916,18,80
917,16,80
918,18,80
919,22,90
920,22,90
921,24,90
922,22,90
923,22,90
924,20,90
925,20,90
926,16,90
927,11,90
928,0,80
929,0,80
930,0,80
931,0,80
932,0,80
933,0,90
934,0,90
935,0,90
936,0,90
937,0,90
938,11,90
939,11,80
940,11,80
941,12,80
942,12,80
943,16,80
944,20,90
945,22,90
946,20,90
947,20,90
948,20,90
949,18,80
950,14,80
951,16,80
952,14,80
953,14,80
954,20,90
955,18,90
956,18,90
957,16,90
958,18,90
959,14,80
960,16,80
961,14,80
962,14,80
963,14,70
964,18,80
965,14,80
966,18,80
967,20,80
968,20,80
969,18,80
970,18,80
971,18,80
972,16,80
973,14,80
974,12,80
975,12,80
976,12,80
977,16,80
978,18,90
979,14,90
980,12,90
981,11,90
982,0,90
983,0,90
984,0,80
985,0,90
986,0,80
987,0,80
