number,throttle,steer
482,20,90
483,20,90
484,18,90
485,18,90
486,22,90
487,24,90
488,22,90
489,22,90
490,22,90
491,20,90
492,16,80
493,18,90
494,20,90
495,18,90
496,18,90
497,16,80
498,16,80
499,18,80
500,22,90
501,22,90
502,22,90
503,20,90
504,18,90
505,20,90
506,18,90
507,18,80
508,16,80
509,16,80
510,20,90
511,24,90
512,22,90
513,22,90
514,20,90
515,20,90
516,18,90
517,18,80
518,16,80
519,16,80
520,16,80
521,25,90
522,25,90
523,22,90
524,22,90
525,22,90
526,22,90
527,24,90
528,22,80
529,24,90
530,22,90
531,22,90
532,27,90
533,29,90
534,29,100
535,27,100
536,25,100
537,24,100
538,25,100
539,24,90
540,22,80
541,22,70
542,22,70
543,25,70
544,29,80
545,27,80
546,25,90
547,25,100
548,24,100
549,24,100
550,24,110
551,22,100
552,22,100
553,22,100
554,25,100
555,27,90
556,25,80
557,25,80
558,25,80
559,24,80
560,22,80
561,20,80
562,22,70
563,25,80
564,27,80
565,27,70
566,29,70
567,27,70
568,27,80
569,27,90
570,25,90
571,25,90
572,24,90
573,24,90
574,24,90
575,25,90
576,29,90
577,25,100
578,18,90
579,11,90
580,0,90
581,0,90
582,0,90
583,0,90
584,0,90
585,0,70
586,0,60
587,0,60
588,0,70
589,0,70
590,0,70
591,11,90
592,11,100
593,11,100
594,11,90
595,12,90
596,20,90
597,20,90
598,20,90
599,20,90
600,20,90
601,20,90
602,20,80
603,20,80
604,20,80
605,20,80
606,18,80
607,18,80
608,24,80
609,25,90
610,24,90
611,24,90
612,22,90
613,22,90
614,20,90
615,18,80
616,18,80
617,16,80
618,18,80
619,20,90
620,24,90
621,22,90
622,20,90
623,20,90
624,20,90
625,18,90
626,18,90
627,16,80
628,16,80
629,16,80
630,22,90
631,20,90
632,20,90
633,18,80
634,18,90
635,16,80
636,22,90
637,22,90
638,16,80
639,16,80
640,16,80
641,22,90
642,22,90
643,22,90
644,20,90
645,18,80
646,16,80
647,18,80
648,16,80
649,16,80
650,16,70
651,18,70
652,22,80
653,22,70
654,22,70
655,20,80
656,18,80
657,18,80
658,18,80
659,18,80
660,16,90
661,16,90
662,18,90
663,22,90
664,22,90
665,22,90
666,20,90
667,20,90
668,16,90
669,16,80
670,16,80
671,16,80
672,24,90
673,18,80
674,24,90
675,22,90
676,22,90
677,20,90
678,18,90
679,18,80
680,18,80
681,16,80
682,22,80
683,22,80
684,22,80
685,24,90
686,22,90
687,22,90
688,20,90
689,20,90
690,18,80
691,18,80
692,18,80
693,16,80
694,16,80
695,22,90
696,24,90
697,22,90
698,22,90
699,20,90
700,18,90
701,16,90
702,11,90
703,0,80
704,0,90
705,0,90
706,0,90
707,0,90
708,0,90
709,0,90
710,0,80
711,0,80
712,0,70
713,12,70
714,14,70
715,16,60
716,20,60
717,25,70
718,27,70
719,27,80
720,27,80
721,27,80
722,25,90
723,25,90
724,24,90
725,24,90
726,22,90
727,22,100
728,25,100
729,29,100
730,27,100
731,27,100
732,25,90
733,25,90
734,24,100
735,22,100
736,22,100
737,22,90
738,27,100
739,25,90
740,27,90
741,25,90
742,24,90
743,24,90
744,24,90
745,24,90
746,22,80
747,22,80
748,20,80
749,22,80
750,27,80
751,27,80
752,27,80
753,25,70
754,24,70
755,24,80
756,24,80
757,22,80
758,22,80
759,24,80
760,22,80
761,25,90
762,27,90
763,25,90
764,24,90
765,22,90
766,18,90
767,18,90
768,14,90
769,11,90
770,0,80
771,0,80
772,0,90
773,0,80
774,0,70
775,0,70
776,0,70
777,0,80
778,0,80
779,0,80
780,0,80
781,11,80
782,14,80
783,20,90
784,22,100
785,22,90
786,22,90
787,22,90
788,22,90
789,20,90
790,20,90
791,18,90
792,16,90
793,24,90
794,22,90
795,24,90
796,24,90
797,22,90
798,20,90
799,20,90
800,20,90
801,18,90
802,18,80
803,16,80
804,20,60
805,24,70
806,20,70
807,22,80
808,20,80
809,16,80
810,16,80
811,22,90
812,20,90
813,18,90
814,24,90
815,24,90
816,22,90
817,22,90
818,22,90
819,22,90
820,20,100
821,20,110
822,18,110
823,18,100
824,16,100
825,12,90
826,14,80
827,20,60
828,22,60
829,22,70
830,22,70
831,22,80
832,22,80
833,20,80
834,20,90
835,18,100
836,18,90
837,20,90
838,24,90
839,22,90
840,22,100
841,22,100
842,20,100
843,20,90
844,18,90
845,18,80
846,22,90
847,20,90
848,20,90
849,16,90
850,14,90
851,14,90
852,16,90
853,18,90
854,18,90
855,18,90
856,18,80
857,16,80
858,16,80
859,16,80
860,20,90
861,18,80
862,18,80
863,18,80
864,18,80
865,18,80
866,18,70
867,16,70
868,16,70
869,14,70
870,22,80
871,24,80
872,22,80
873,22,80
874,20,80
875,20,80
876,20,80
877,18,80
878,14,80
879,12,90
880,12,90
881,16,100
882,18,100
883,16,100
884,14,100
885,14,90
886,16,90
887,14,90
888,14,90
889,16,90
890,16,90
891,24,90
892,22,90
893,25,90
894,25,90
895,27,90
896,24,90
897,20,90
898,18,90
899,14,90
900,16,90
901,14,90
902,12,90
903,16,90
904,20,90
905,18,90
906,18,90
907,18,80
908,18,80
909,18,80
910,16,80
911,14,80
912,11,80
913,0,80
914,12,80
915,14,80
916,14,80
917,16,80
918,16,80
919,16,80
920,16,80
921,14,70
922,14,70
923,16,70
924,18,80
925,16,80
926,20,80
927,20,90
928,20,90
929,20,90
930,16,90
931,12,90
932,12,90
933,14,90
934,12,90
935,11,90
936,16,90
937,22,90
938,25,90
939,25,90
940,25,90
941,27,90
942,25,90
943,20,90
944,12,90
945,12,80
946,12,80
947,16,80
948,24,90
949,25,90
950,25,90
951,25,90
952,20,90
953,14,90
954,0,90
955,0,90
956,0,90
957,0,90
958,0,90
959,0,90
960,0,90
961,0,90
962,0,90
963,0,90
964,0,90
965,0,90
966,0,90
967,0,80
968,0,80
969,0,80
970,0,90
971,0,90
972,0,90
973,0,90
974,0,90
975,0,90
976,0,90
977,0,90
978,0,80
979,0,90
980,0,90
981,0,90
982,0,90
983,0,90
984,0,90
985,0,90
986,0,90
987,0,90
988,0,80
989,0,80
990,0,90
991,0,80
992,0,90
993,0,80
994,0,90
995,0,90
996,0,90
997,0,90
998,0,90
999,0,90
1000,0,80
1001,0,80
1002,0,80
1003,0,90
1004,0,90
1005,0,90
1006,0,90
1007,0,90
1008,0,90
1009,0,90
1010,0,90
1011,0,80
1012,0,80
1013,0,80
1014,0,90
1015,0,90
1016,0,90
1017,0,90
1018,0,90
1019,0,90
1020,0,90
1021,0,90
1022,0,90
1023,0,80
1024,0,90
1025,0,90
1026,0,90
1027,0,90
1028,0,90
1029,0,90
1030,0,90
1031,0,90
1032,0,90
1033,0,90
1034,0,90
1035,0,90
1036,0,90
1037,0,90
1038,0,90
1039,0,90
1040,0,90
1041,0,90
1042,0,90
1043,0,90
1044,0,90
1045,0,90
1046,0,80
1047,0,90
1048,0,90
1049,12,90
1050,14,90
1051,18,90
1052,20,90
1053,22,90
1054,24,90
1055,29,90
1056,25,90
1057,29,90
1058,27,90
1059,27,90
1060,27,90
1061,25,90
1062,25,90
1063,35,100
1064,33,100
1065,33,90
1066,31,90
1067,31,90
1068,27,90
1069,29,90
1070,25,90
1071,33,90
1072,31,90
1073,31,90
1074,31,90
1075,31,80
1076,29,80
1077,29,90
1078,27,80
1079,24,80
1080,22,70
1081,16,70
1082,11,70
1083,0,70
1084,0,70
1085,14,80
1086,20,80
1087,20,80
1088,18,80
1089,20,90
1090,20,90
1091,20,90
1092,22,90
1093,20,90
1094,20,90
1095,20,90
1096,22,90
1097,25,90
1098,25,90
1099,25,100
1100,25,100
1101,24,100
1102,24,90
1103,22,90
1104,22,80
1105,22,80
1106,29,90
1107,29,90
1108,27,80
1109,27,80
1110,27,80
1111,27,80
1112,25,80
1113,24,80
1114,24,80
1115,24,80
1116,22,80
1117,22,80
1118,29,80
1119,27,80
1120,27,90
1121,22,80
1122,25,90
1123,24,90
1124,24,90
1125,24,90
1126,18,90
1127,11,80
1128,0,80
1129,0,80
1130,0,90
1131,0,90
1132,0,90
1133,0,90
1134,0,90
1135,0,90
1136,0,90
1137,0,90
1138,0,80
1139,11,80
1140,11,80
1141,16,90
1142,11,90
1143,0,80
1144,0,90
1145,0,90
1146,0,80
1147,0,90
1148,0,90
1149,0,90
1150,0,90
1151,0,90
1152,0,90
1153,0,90
1154,0,80
1155,0,90
1156,0,80
1157,0,80
1158,0,90
1159,0,90
1160,0,90
1161,0,90
1162,0,90
1163,0,90
1164,0,90
1165,0,90
1166,0,90
1167,0,80
1168,0,80
1169,0,80
1170,11,90
1171,12,90
1172,16,90
1173,18,90
1174,20,90
1175,20,90
1176,22,90
1177,22,90
1178,20,80
1179,22,80
1180,27,90
1181,29,90
1182,27,90
1183,27,90
1184,27,90
1185,24,90
1186,24,90
1187,24,90
1188,24,90
1189,29,90
1190,25,90
1191,24,80
1192,29,90
1193,29,90
1194,27,90
1195,25,90
1196,25,90
1197,25,90
1198,24,80
1199,24,80
1200,22,80
1201,22,80
1202,27,80
1203,29,80
1204,29,80
1205,22,70
1206,29,80
1207,25,70
1208,29,80
1209,29,80
1210,27,80
1211,27,90
1212,25,90
1213,25,90
1214,25,90
1215,24,90
1216,24,90
1217,24,90
1218,24,90
1219,27,100
1220,29,100
1221,27,100
1222,27,100
1223,27,90
1224,25,90
1225,24,80
1226,24,80
1227,24,80
1228,22,80
1229,29,90
1230,27,90
1231,29,90
1232,27,90
1233,25,80
1234,27,80
1235,25,80
1236,25,80
1237,25,80
1238,25,80
1239,24,80
1240,27,80
1241,27,80
1242,31,70
1243,29,70
1244,29,80
1245,27,80
1246,27,80
1247,25,80
1248,25,80
1249,25,90
1250,24,90
1251,24,90
1252,31,90
1253,27,90
1254,29,90
1255,27,90
1256,29,90
1257,27,90
1258,25,90
1259,25,90
1260,24,80
1261,24,80
1262,24,80
1263,27,90
1264,29,90
1265,27,90
1266,25,90
1267,25,90
1268,25,90
1269,24,90
1270,22,90
1271,24,90
1272,22,90
1273,24,90
1274,27,90
1275,29,100
1276,29,90
1277,29,90
1278,27,90
1279,27,90
1280,24,80
1281,25,70
1282,24,80
1283,24,80
1284,20,80
1285,22,80
1286,20,80
1287,16,90
1288,11,90
1289,0,90
1290,0,100
1291,0,100
1292,0,100
1293,0,100
1294,0,90
1295,0,90
1296,0,80
1297,0,80
1298,14,80
1299,16,80
1300,16,80
1301,14,80
1302,11,70
1303,11,60
1304,11,70
1305,18,70
1306,16,60
1307,14,60
1308,20,70
1309,20,80
1310,18,80
1311,18,80
1312,18,80
1313,18,90
1314,16,110
1315,14,100
1316,14,100
1317,14,90
1318,16,90
1319,22,90
1320,20,90
1321,20,90
1322,20,90
1323,18,90
1324,18,90
1325,16,90
1326,18,90
1327,16,80
1328,16,80
1329,20,80
1330,24,90
1331,22,90
1332,22,90
1333,22,90
1334,20,90
1335,18,90
1336,16,80
1337,16,80
1338,20,80
1339,20,70
1340,22,80
1341,22,80
1342,22,80
1343,22,80
1344,22,80
1345,20,90
1346,20,100
1347,18,90
1348,18,90
1349,18,90
1350,20,90
1351,18,90
1352,24,90
1353,24,90
1354,24,90
1355,22,90
1356,22,90
1357,20,90
1358,20,90
1359,20,90
1360,18,80
1361,18,80
1362,20,80
1363,24,80
1364,25,90
1365,22,90
1366,24,90
1367,22,90
1368,20,90
1369,20,90
1370,18,80
1371,18,80
1372,25,90
1373,25,90
1374,25,90
1375,22,90
1376,22,80
1377,24,80
1378,22,80
1379,22,80
1380,20,80
1381,20,80
1382,20,80
1383,18,80
1384,18,80
1385,25,90
1386,24,90
1387,22,90
1388,24,90
1389,24,90
1390,22,90
1391,22,90
1392,20,90
1393,20,90
1394,20,90
1395,25,90
1396,24,90
1397,27,90
1398,25,100
1399,25,90
1400,24,90
1401,24,90
1402,22,90
1403,22,90
1404,20,90
1405,20,90
1406,22,80
1407,24,80
1408,24,70
1409,24,70
1410,22,70
1411,22,60
1412,22,70
1413,20,70
1414,22,80
1415,20,80
1416,20,90
1417,18,100
1418,20,100
1419,27,100
1420,24,100
1421,24,110
1422,24,130
1423,22,130
1424,12,130
1425,0,110
1426,0,110
1427,0,100
1428,0,100
1429,0,90
1430,0,100
1431,0,90
1432,0,90
1433,0,90
1434,0,90
1435,0,90
1436,0,90
1437,0,90
1438,0,90
1439,0,80
1440,0,90
1441,0,90
1442,0,90
1443,0,90
1444,0,90
1445,0,80
1446,0,80
1447,0,80
1448,0,80
1449,0,80
1450,0,90
1451,0,80
1452,0,90
1453,0,90
1454,0,90
1455,0,90
1456,0,90
1457,0,90
1458,0,90
1459,0,90
1460,0,90
1461,0,90
1462,0,90
1463,0,90
1464,0,90
1465,0,80
1466,0,80
1467,0,80
1468,0,90
1469,0,90
1470,0,90
1471,0,90
1472,0,90
1473,11,90
1474,12,90
1475,12,90
1476,14,80
1477,14,80
1478,16,80
1479,24,90
1480,24,90
1481,24,90
1482,25,90
1483,25,90
1484,24,90
1485,24,90
1486,22,90
1487,22,90
1488,27,100
1489,27,100
1490,27,100
1491,27,110
1492,24,110
1493,25,110
1494,25,100
1495,24,100
1496,24,90
1497,22,80
1498,22,80
1499,20,80
1500,20,80
1501,20,80
1502,22,80
1503,20,80
1504,20,70
1505,18,60
1506,16,50
1507,14,40
1508,12,30
1509,0,20
1510,0,30
1511,0,40
1512,0,50
1513,11,60
1514,16,70
1515,20,90
1516,24,100
1517,25,120
1518,27,130
1519,29,130
1520,29,120
1521,27,110
1522,27,100
1523,35,100
1524,35,80
1525,35,60
1526,35,60
1527,33,70
1528,33,70
1529,33,70
1530,29,80
1531,31,90
1532,22,90
1533,14,90
1534,11,100
1535,12,100
1536,0,100
1537,0,100
1538,0,110
1539,0,110
1540,0,100
1541,0,90
1542,0,80
1543,0,80
1544,0,80
1545,16,80
1546,20,80
1547,20,80
1548,22,80
1549,22,80
1550,22,80
1551,22,80
1552,20,70
1553,20,70
1554,20,70
1555,18,70
1556,24,80
1557,27,80
1558,27,80
1559,25,80
1560,25,80
1561,25,90
1562,25,90
1563,25,90
1564,25,80
1565,31,90
1566,24,90
1567,31,90
1568,31,90
1569,31,90
1570,29,90
1571,29,90
1572,27,90
1573,27,100
1574,27,90
1575,25,90
1576,25,90
1577,24,90
1578,27,90
1579,31,90
1580,31,80
1581,27,80
1582,25,70
1583,27,70
1584,27,80
1585,25,80
1586,25,80
1587,25,90
1588,24,90
1589,27,90
1590,31,90
1591,31,90
1592,29,90
1593,29,90
1594,27,100
1595,27,100
1596,25,90
1597,24,90
1598,29,90
1599,29,90
1600,31,90
1601,31,90
1602,31,90
1603,29,90
1604,29,80
1605,27,80
1606,27,80
1607,25,80
1608,25,70
1609,25,70
1610,24,70
1611,25,80
1612,31,80
1613,31,90
1614,27,90
1615,29,90
1616,27,90
1617,27,90
1618,27,90
1619,22,90
1620,20,90
1621,24,90
1622,24,90
1623,25,90
1624,24,90
1625,22,90
1626,24,90
1627,22,90
1628,22,90
1629,22,90
1630,22,80
1631,25,90
1632,20,80
1633,24,80
1634,20,80
1635,24,80
1636,24,80
1637,24,80
1638,24,80
1639,24,80
1640,24,80
1641,24,80
1642,24,80
1643,22,80
1644,29,90
1645,31,90
1646,29,90
1647,29,90
1648,29,90
1649,27,90
1650,27,90
1651,27,100
1652,25,90
1653,25,90
1654,24,90
1655,25,90
1656,29,90
1657,31,90
1658,29,90
1659,29,90
1660,27,90
1661,27,80
1662,25,80
1663,25,80
1664,24,70
1665,24,70
1666,24,70
1667,31,80
1668,31,80
1669,25,80
1670,24,80
1671,27,80
1672,27,90
1673,25,80
1674,25,90
1675,25,90
1676,24,80
1677,24,80
1678,27,80
1679,31,90
1680,31,90
1681,29,100
1682,29,90
1683,27,90
1684,27,90
1685,25,90
1686,25,90
1687,25,90
1688,24,80
1689,25,80
1690,31,80
1691,31,80
1692,29,80
1693,29,80
1694,27,80
1695,25,80
1696,25,80
1697,25,80
1698,25,80
1699,24,80
1700,27,80
1701,31,90
1702,31,90
1703,27,90
1704,27,90
1705,25,90
1706,25,80
1707,24,80
1708,25,80
1709,24,80
1710,24,80
1711,31,80
1712,31,80
1713,31,80
1714,29,60
1715,29,70
1716,27,70
1717,27,70
1718,25,80
1719,24,90
1720,31,90
1721,24,90
1722,25,90
1723,29,100
1724,31,100
1725,31,90
1726,29,110
1727,29,100
1728,27,100
1729,27,90
1730,25,80
1731,25,80
1732,25,80
1733,25,80
1734,29,80
1735,31,80
1736,29,80
1737,29,80
1738,27,80
1739,25,80
1740,25,80
1741,25,80
1742,29,70
1743,25,60
1744,24,70
1745,29,70
1746,33,80
1747,31,90
1748,29,100
1749,29,90
1750,29,90
1751,27,90
1752,27,90
1753,25,90
1754,25,90
1755,31,90
1756,31,90
1757,33,90
1758,31,90
1759,31,90
1760,29,80
1761,29,80
1762,27,80
1763,27,70
1764,25,80
1765,25,80
1766,24,80
1767,27,80
1768,31,90
1769,31,90
1770,29,90
1771,29,90
1772,27,90
1773,27,90
1774,25,80
1775,25,80
1776,25,80
1777,27,80
1778,31,90
1779,31,90
1780,31,90
1781,29,90
1782,29,90
1783,29,90
1784,27,90
1785,27,90
1786,25,90
1787,25,80
1788,24,80
1789,27,80
1790,33,90
1791,31,90
1792,29,90
1793,29,90
1794,27,80
1795,25,80
1796,27,80
1797,25,80
1798,25,80
1799,24,80
1800,25,80
1801,31,80
1802,31,80
1803,31,80
1804,29,80
1805,27,80
1806,27,80
1807,27,80
1808,24,80
1809,27,80
1810,31,80
1811,31,80
1812,31,80
1813,31,90
1814,29,80
1815,31,90
1816,29,90
1817,29,90
1818,27,80
1819,27,80
1820,25,80
1821,27,80
1822,25,80
1823,31,90
1824,33,90
1825,31,90
1826,29,80
1827,29,80
1828,29,80
1829,27,80
1830,25,80
1831,25,80
1832,25,80
1833,24,70
1834,29,80
1835,33,80
1836,31,80
1837,31,80
1838,29,80
1839,27,90
1840,27,100
1841,27,90
1842,25,90
1843,31,90
1844,31,90
1845,33,90
1846,33,90
1847,29,90
1848,29,90
1849,27,80
1850,27,80
1851,25,80
1852,25,80
1853,29,80
1854,25,80
1855,24,80
1856,31,80
1857,33,90
1858,31,90
1859,31,90
1860,29,90
1861,27,90
1862,27,90
1863,27,90
1864,25,80
1865,24,80
1866,25,80
1867,29,80
1868,31,90
1869,31,80
1870,31,80
1871,29,80
1872,29,80
1873,27,80
1874,27,80
1875,27,80
1876,25,80
1877,25,80
1878,27,80
1879,33,90
1880,31,90
1881,29,90
1882,27,90
1883,25,80
1884,27,80
1885,27,80
1886,25,80
1887,31,90
1888,25,80
1889,31,90
1890,31,90
1891,29,90
1892,31,90
1893,29,90
1894,29,90
1895,27,90
1896,27,90
1897,25,90
1898,25,80
1899,24,80
1900,25,80
1901,31,90
1902,31,90
1903,31,90
1904,29,80
1905,27,80
1906,25,80
1907,18,80
1908,11,80
1909,0,80
1910,0,80
1911,0,80
1912,0,90
1913,0,90
1914,0,90
1915,-14,90
1916,-12,90
1917,-11,90
1918,-11,80
1919,-11,80
1920,0,80
1921,0,90
1922,0,90
1923,0,90
1924,0,90
1925,0,90
1926,0,90
1927,0,90
1928,0,90
1929,0,90
1930,0,80
1931,0,80
1932,0,80
1933,0,80
1934,0,90
1935,0,90
1936,0,90
1937,0,90
1938,0,90
1939,0,90
1940,0,80
1941,0,80
1942,0,80
1943,0,80
1944,0,90
1945,0,90
1946,0,90
